;name;COUNT(date);sellQuantity;real_speed;quantity;externalCode;priceType;price;ordering
0;Acanthoscurria geniculata (Белоколенный паук-птицеед) (Артикул 2, Долгий, Средняя, Средняя, Может проявлять агрессию, может укусить, счесывает раздрающие волоски., 200 мм, Средняя, 18-25°, Средний, Горизонтальный, 30 × 30 × 25 см);80;7.0;0.0875;2.0;67b46bd8-5d01-47eb-a18a-cf01fce30835;;;
1;Avicularia versicolor (Авикулярия версиколор) (Артикул 2, Около 20 лет, Низкая, Минимальная, 10 см, красочный, для новичков, древесный, 70-80%, 23-27˚С, Быстрый, Кубический, 20 × 20 × 30 см);84;8.0;0.09523809523809523;5.0;97016148-0365-40e7-b424-e65b4ee6f21a;;;
2;"Beeztees Игрушка д/кошек ""Кролик вибрирующий"", плюш 10*8см (Артикул 1, Зоостандарт)";180;;;1.0;ST1Ih0jdhwfULOtiKy3Hk0;;;
3;"Beeztees Игрушка д/кошек ""Мышь меховая в металлическом шаре"" 5,5см (Артикул 1, Зоостандарт)";180;;;1.0;oMppaau3hhP2yVBItnk2c2;;;
4;"Beeztees Игрушка д/кошек ""Мяч с кошачьей мятой"", сизаль 6см / (Артикул 1, Зоостандарт)";180;;;1.0;O5i4s5yPgPmZyonIXoBtf2;;;
5;"Beeztees Игрушка д/кошек ""Мяч-погремушка с меховым хвостом"" в ассорт. 4,5см (Артикул 1, Зоостандарт)";180;;;1.0;J8n2HZY9i06mi0skRw0MT0;;;
6;"Beeztees Игрушка д/кошек ""Утка вибрирующая"", плюш 11*8см (Артикул 1, Зоостандарт)";180;;;1.0;AOkIxMXdh1nRKEMMvSriL1;;;
7;Beeztees Игрушка д/кошек Дразнилка с перьями 51см (Артикул 1, Зоостандарт);180;;;1.0;Gp7xctMWgq5I-oN5D3Xxa2;;;
8;Beeztees Игрушка д/кошек Дразнилка с перьями и ленточками 55см (Артикул 1, Зоостандарт);180;;;1.0;FFZMo7vIhWNXrLpJLK6aM0;;;
9;Beeztees Игрушка д/кошек Удочка 6 вельветовых хвостиков с перьями 46см (Артикул 1, Зоостандарт);180;;;1.0;ocmMaj2Pjz26CjppAZRil1;;;
10;Beeztees Игрушка д/кошек Удочка с игрушкой и перьями, в ассорт. 50см (Артикул 1, Зоостандарт);180;;;1.0;huRKHeHZiRotcuqewTMj80;;;
11;Beeztees Игрушка д/кошек Удочка с хвостом сафари, в ассорт. 70см (Артикул 1, Зоостандарт);180;;;1.0;t0CLBaBBgiE474XnZ-Wgb0;;;
12;Beeztees Игрушка д/кошек Удочка со страусиными перьями, в ассорт. 70см (Артикул 1, Зоостандарт);180;;;1.0;pV8D3sq6hQ3BzK1XUW7wR0;;;
13;Big Leg Spacer (Артикул 1);180;;;75.0;O7z8G48xiHNOffy8ZwX2O1;;;
14;Bolt Leg M5X16 (Артикул 1);180;;;1326.0;OUFQ1dwRjxgTtNieXFj6M3;;;
15;Bolt Top M5X15 (Артикул 1);180;;;17726.0;SFLNVVV3gEv5QmuA9Vvo-2;;;
16;Brachypelma albiceps (Брахипельма альбицепс) (Артикул 1, 20-25 лет, Низкая, Низкая, 16 см, Спокойный, активный, не агрессивный, 60-70 %, 24-27, Низкая, Вертикальный, 20 × 20 × 20 см);64;2.0;0.03125;5.0;584f58de-0b2d-448c-9184-b37c7129f02e;;;
17;Brachypelma albopilosum (Беловолосковый паук-птицеед) (Артикул 1, Долгий, Легкая, Низкая, 145 мм, Неприхотливый, отлично подходит новичку, 75-85%, 18-25°, Средний, Горизонтальный, 25 × 25 × 20 см);173;14.0;0.08092485549132948;5.0;6977eb81-a612-4408-ba77-dabe7c433891;;;
18;Brachypelma albopilosum (Беловолосковый паук-птицеед) (Артикул 2, Долгий, Легкая, Низкая, 145 мм, Неприхотливый, отлично подходит новичку, 75-85%, 18-25°, Средний, Горизонтальный, 25 × 25 × 20 см);180;11.0;0.06111111111111111;12.0;d286f144-86e4-4ff7-ae59-56c5982f6f2c;;;
19;Brachypelma albopilosum F. L 8 (Артикул 1);54;1.0;0.018518518518518517;1.0;t17vLcMRgcO2yz0yBq8lH2;;;
20;Brachypelma auratum (Брахипельма ауратум) F. (Артикул 2);151;4.0;0.026490066225165563;0.0;8b69c70a-c564-46ed-bc0e-e1e16547d713;;;
21;Brachypelma boehmei (Огненноногий паук-птицеед) L1-4 (Артикул 1);24;3.0;0.125;0.0;nkqMl5aCggGsUx9y4f6rs3;;;
22;Brachypelma Emilia  L1-4 (Артикул 1);180;2.0;0.011111111111111112;7.0;0ToLpyyOj83GA-BYpd1Ld2;;;
23;Brachypelma emilia F.(Красноногий  паук-птицеед) (Артикул 1, Долгий, Легкая, Низкая, 125 мм, Неприхотливый, отлично подходит новичку, 60-70%, 18-25°, Низкий, Горизонтальный, 25 × 25 × 20 см);155;8.0;0.05161290322580645;0.0;b460fddc-24ba-4dd3-a2b6-8e9cc01a268b;;;
24;Brachypelma emilia F.(Красноногий  паук-птицеед) (Артикул 2);5;1.0;0.2;0.0;s8MGgjmDhGF467bYfK-P62;;;
25;Brachypelma smithi (Красноколенный паук-птицеед) (Долгий, Легкая, Низкая, Артикул 1, 127 мм, Неприхотливый, отлично подходит новичку, 60-70%, 18-25°, Низкий, Горизонтальный, 25 × 25 × 20 см);30;4.0;0.13333333333333333;2.0;de850ad6-b413-4c38-9e50-3843d98cc7a9;;;
26;Brachypelma smithi (Красноколенный паук-птицеед) (Долгий, Легкая, Низкая, Артикул 2, 127 мм, Неприхотливый, отлично подходит новичку, 60-70%, 18-25°, Низкий, Горизонтальный, 25 × 25 × 20 см);166;13.0;0.0783132530120482;0.0;a1b2f411-ea46-41ae-a637-3f9fff040163;;;
27;Brachypelma Vagans L9 (Артикул 1);175;7.0;0.04;15.0;r0MT0uoog10SRKTZuGQNe1;;;
28;Cord 1000mm (Артикул 1);180;;;5750.0;TO1AMuYBguYchdDM7jTwQ0;;;
29;Corner (3m/PCS) (Артикул 1);180;;;1684.0;Pl0puDyxhtDdcbVW0i77j2;;;
30;Front ventilation net, 3m/pcs (Артикул 1);180;;;514.0;7bmT0nxmhnBXqej16HkrX0;;;
31;GiGwi 75405 Игрушка Мышка с кошачьей мятой (Артикул 1, Зоостандарт);180;;;1.0;CFqx6RdHhbaSJoI3WJBPQ1;;;
32;"GiGwi Игрушка д/кошек ""CATCH SKRATCH EKO"" Плетеный мячик с колокольчиком и перьями (Артикул 1, Зоостандарт)";180;;;1.0;XUTvsQ4igaQQ6bKdTkOdB1;;;
33;GiGwi Игрушка д/кошек 4 мячика в упаковке 8см (Артикул 1, Зоостандарт);180;;;1.0;3l22bnbogMHpvt2cXGebo0;;;
34;GiGwi Игрушка д/кошек Мышка с кошачей мятой 1*96 (Артикул 1, Зоостандарт);180;;;1.0;wOAleLIPj2I35gWCOL0801;;;
35;GiGwi Игрушка д/кошек Мячик с перьями (Артикул 1, Зоостандарт);180;;;1.0;0oGcxxCNhQSuvLI7uzzHp1;;;
36;GiGwi Игрушка д/кошек Рыбка дразнилка на палец с кольцом (Артикул 1, Зоостандарт);180;;;1.0;JgLvDPNzhpcU4cEZKmhMo0;;;
37;"GiGwi Игрушка д/кошки ""MELODY CHASER SERIES"" Тукан со звуковым чипом (Артикул 1, Зоостандарт)";180;;;2.0;XF-AaB6biewafm4ElKVXe0;;;
38;GiGwi Игрушка Птичка с кошачьей мятой (Артикул 1, Зоостандарт);180;;;1.0;w9DaI7HPgYnpxBPLx0PpJ3;;;
39;GiGwi Игрушка Сова с кошачьей мятой (Артикул 1, Зоостандарт);180;;;1.0;6BUWkM-BiudG7G16UOOoH0;;;
40;Grammostola aureostriata (Граммостола ауреостриата) (Артикул 1, до 20 лет (самки), Низкая, Низкая, 8 см, Редкая, яркая, красивая, может рыть норы, 60%, 23-26, Низкий, Кубический, 30 × 30 × 30 см);84;1.0;0.011904761904761904;2.0;f7a3b963-7211-4bfe-9b15-f0b5261467d8;;;
41;Haileaсменные картриджи для фильтра Beaut (Артикул 1);180;;;4.0;-0GnnqRPhM3qzXdiznoCM2;;;
42;Haileaсменные картриджи для фильтра Beaut (Артикул 2);180;;;6.0;3nSO05qmi6MI7HoX9xM163;;;
43;Handle (Артикул 1);180;;;4140.0;GzbzDpGNi-dHKKSS4vFFO2;;;
44;"Hapalopus ""Columbia Gross"" L1-4 (Артикул 1)";139;3.0;0.02158273381294964;8.0;Tin-xQrGhEGwPXVy1rTa00;;;
45;Hinge metal (Артикул 1);180;;;382.0;entj76lPgojDKdkUaEyPC0;;;
46;Hinge plastic(3m/PCS) (Артикул 1);180;;;1025.0;HoZ6aq44ivRs0ypW6tt8U3;;;
47;Hinge Tube, 1m (Артикул 1);180;;;9045.0;vTHxjDvCg4ufTef61ljVH1;;;
48;Hysterocrates hercules F(самка) XL  Паук Геркулес (Артикул 1);134;1.0;0.007462686567164179;0.0;x-Hr3GHFiUbgasl8nLn2M2;;;
49;"Kong Игрушка для кошек ""Белка"" с тубом кошачьей мяты (Артикул 1, Зоостандарт)";180;;;1.0;wrqVpN7lgFLdEkqLcK-rE1;;;
50;Lasiodora parahybana (Бразильский розовый птицеед) (12-15 лет, Низкая, Низкая, Артикул 1, 25 см, Активный, крупный, 70-80 %, 22-26, Высокий, Кубический, 30 × 30 × 30 см);66;6.0;0.09090909090909091;1.0;70847a74-a47b-45ad-b28d-f576140526b9;;;
51;Lasiodora parahybana (Бразильский розовый птицеед) (12-15 лет, Низкая, Низкая, Артикул 3, 25 см, Активный, крупный, 70-80 %, 22-26, Высокий, Кубический, 30 × 30 × 30 см);180;14.0;0.07777777777777778;10.0;93cc6c5b-cd79-4bd0-8bc3-2854a3c49b82;;;
52;Leg PPZ (Артикул 1);180;;;8928.0;iud8n0ohhtgebIwg0wpCq2;;;
53;Lintel(3m/PCS) (Артикул 1);180;;;1612.0;gx713JSiiTCmrlJ9jj1RT3;;;
54;Lock plastic (Артикул 1);180;;;4990.0;JztckFP8jWhNRI4pbtO9A1;;;
55;"LUCKY REPTILE Набор укрытий для рептилий ""Terra Cliff"" LUCKY REPTILE (Артикул 1)";87;3.0;0.034482758620689655;0.0;HdVPK44AiCB02R9UyRiWd1;;;
56;Monge Dog Speciality Light корм для собак всех пород низкокалорийный лосось с рисом (Артикул 1, 2,8, Monge);180;;;1.0;M3PPi8edgRQUEpsiMQMbX1;;;
57;Monocentropus balfouri (Моноцентропус балфури) (18 лет, Средняя, Не опасен, Артикул 1, 6 см, Очень красивый, редкий, нету раздражающих волосков, 70-85%, 24-28, Средний, Кубический, 20 × 20 × 20 см);38;3.0;0.07894736842105263;1.0;56c2644a-d8de-4436-9e6b-2663c6a5a15b;;;
58;Monocentropus balfouri (Моноцентропус балфури) (18 лет, Средняя, Не опасен, Артикул 2, 6 см, Очень красивый, редкий, нету раздражающих волосков, 70-85%, 24-28, Средний, Кубический, 20 × 20 × 20 см);105;2.0;0.01904761904761905;0.0;5488f41a-f629-42c7-82bf-f09bef68a9d7;;;
59;Monocentropus balfouri (Моноцентропус балфури) L1-4 (Артикул 1);71;;;3.0;mudpvflvhRXnQf14uY-l91;;;
60;Net 5x3 painted, 450*300 mm (Артикул 1);180;;;587.0;DENX8RU8hjtLiE1xntFOb1;;;
61;Net 8x4 painted, 450*450 mm (Артикул 1);180;;;244.0;jUEJ40B4j5zkmmNDmr5bY1;;;
62;Net 8x4 painted, 600*400 mm (Артикул 1);180;;;472.0;Gffv4AidjN0Y5jOkJffRn3;;;
63;Net 8x4 painted, 600*450 mm (Артикул 1);180;;;78.0;c0awKAxggeU0JrElGSwOj2;;;
64;Nhandu chromatus (Нанду хроматус) (Артикул 1, больше 15 лет, Низкая, Низкая, 18 см, раздражающие волоски, крупный, плодовитый, 70%, 24-26, Средний, Горизонтальный, 30 × 30 × 30 см);65;2.0;0.03076923076923077;0.0;e9c70537-9407-4e90-993a-43eecf2b0797;;;
65;"Petstages игрушка для кошек ""ОPKA червяк"" 11 см (Артикул 1, Зоостандарт)";180;;;1.0;7bMr0apEhDJnUrhhRs-Gr0;;;
66;"Petstages игрушка для кошек ""ОРКА катушка с веревочкой"" 6 см (Артикул 1, Зоостандарт)";180;;;1.0;NV9SHLkZhgi-2HUgXkKSs0;;;
67;Petstages игрушка для кошек Dental ОРКА колесико (Артикул 1, Зоостандарт);180;;;1.0;Thto0xJ1jiUHWOi2zEJvi3;;;
68;Petstages игрушка для кошек Play мышки-воблер 2 шт. (Артикул 1, Зоостандарт);180;;;1.0;g0MCyB-PhsCiQlbC7t5VM0;;;
69;"PETTO Махалка ""Зверек из норки на веревке"" GoSi на картоне с еврослотом (Артикул 1, Зоостандарт)";180;;;1.0;-PpRPaBbija6vLomx5Z9D3;;;
70;"PETTO Махалка ""Лапка норки"" GoSi на картоне с еврослотом (Артикул 1, Зоостандарт)";180;;;1.0;ceRsrGR9hJPKkaO3MEPcH2;;;
71;"PETTO Махалка ""Лента и Трубочки"" GoSi на картоне с еврослотом (Артикул 1, Зоостандарт)";180;;;1.0;S6gFFzMUgW92YwuB4yA5p2;;;
72;"PETTO Махалка ""Лента"" GoSi на картоне с еврослотом (Артикул 1, Зоостандарт)";180;;;1.0;XkZwzaYHhTmioeTEzQ8YX1;;;
73;"PETTO Махалка ""Мышиные хвосты и Ленты на веревке"" GoSi на картоне с еврослотом (Артикул 1, Зоостандарт)";180;;;1.0;1dcBBAIKiJXPJsuVgbbkY0;;;
74;"PETTO Махалка ""Мышиные хвосты и Трубочки на веревке"" GoSi на картоне с еврослотом (Артикул 1, Зоостандарт)";180;;;1.0;fcLMhLL8gPVLU5nfK7SrI0;;;
75;"PETTO Махалка ""Мышка на веревке""GoSi на картоне с еврослотом (Артикул 1, Зоостандарт)";180;;;1.0;RRcckeERgoqHmdCDEih851;;;
76;Psalmopoeus cambridgei - Тринидадский шеврон (Артикул 2, до 15 лет, Средняя, Низкая, 8 см, эффектный, спокойный, крупный, 75-80%, 23-25, Быстрый, Вертикальный, 20 × 20 × 30 см);42;2.0;0.047619047619047616;2.0;f4c755de-f7ff-4eea-912d-84e189482e3e;;;
77;Psalmopoeus cambridgei - Тринидадский шеврон (Артикул 3, до 15 лет, Средняя, Низкая, 8 см, эффектный, спокойный, крупный, 75-80%, 23-25, Быстрый, Вертикальный, 20 × 20 × 30 см);30;1.0;0.03333333333333333;4.0;f5322e8b-1798-47c4-ab90-ffb170e864ee;;;
78;"Psalmopoeus irminia (Гайанский древесный птицеед) (Артикул 2, 5-10 лет, Средняя, Средняя, 160 мм, Быстрый и нервный; может проявлять агрессию; необходимо укрытие, 75-85%, 18-25°, Высокий, Вертикальный, 25 × 25 × 30 см)";30;1.0;0.03333333333333333;2.0;86c7fac5-c5df-45e4-ae6a-3d5abd835763;;;
79;"Psalmopoeus irminia (Гайанский древесный птицеед) (Артикул 3, 5-10 лет, Средняя, Средняя, 160 мм, Быстрый и нервный; может проявлять агрессию; необходимо укрытие, 75-85%, 18-25°, Высокий, Вертикальный, 25 × 25 × 30 см)";159;9.0;0.05660377358490566;4.0;240db942-60de-4292-8732-2e30c41312b8;;;
80;Pterinopelma Sazimai L1-4 (Артикул 1);30;2.0;0.06666666666666667;1.0;g2UlUdm7hlk3tMqELz95h2;;;
81;PVC connector, 1m2 (Артикул 1);180;;;2.0;Qe2DD8bliL6o4bBGb8sAx0;;;
82;Royal Canin VET Satiety Weight Management SAT34 Сетаети Вейт Менеджмент САТ 34 (Артикул 1, 1,5 кг, Royal Canine);180;;;1.0;2vDfB1cIjyYGVPT2uuTxY3;;;
83;Silicon glue (Артикул 1);180;;;25.0;AGSwy2-og3db6xc9BUfhr3;;;
84;Spacer (3m/pcs) (Артикул 1);180;;;409.0;eRr-4ddrh5jb45Gr4Ia6j2;;;
85;Tliltocatl vagans (Брахипельма ваганс) (Артикул 1, до 20 лет, Низкая, Низкая, 16 см, Нервный, быстрый, красивый, роет норы, 70%, 24-27, Средний, Вертикальный, 30 × 30 × 30 см);146;9.0;0.06164383561643835;9.0;be63abc0-928a-47e5-a889-5426e707988a;;;
86;Top door (3m/PCS) (Артикул 1);180;;;2429.0;f-gf30I7hhny0Dz4ddks21;;;
87;Top door connector LEFT (Артикул 1);180;;;3489.0;9LbFQMVxiXKq9pRmPol0v1;;;
88;Top door connector RIGHT (Артикул 1);180;;;3489.0;rrlrrLceiWRwGaloEsNda3;;;
89;Top perimeter (3m/PCS) (Артикул 1);180;;;2797.0;nfUy1cZBhK5N1U5a2JuJC1;;;
90;Top perimetr connector (Артикул 1);180;;;6328.0;o1NkN80LgPy3rZK10ZCcV0;;;
91;"TRIXIE Игрушка д/кошек ""Мышь заводная"" 7см (Артикул 1, Зоостандарт)";180;;;1.0;19TdCge6gU-UZN7JRyzfO3;;;
92;TRIXIE Игрушка д/кошек 2 мяча веревочных 2х4,5см (Артикул 1, Зоостандарт);180;;;1.0;9rm9NzEUiv2GfgMIHFB0v1;;;
93;TRIXIE Игрушка Мышь из кошачей мяты 5см 2шт. (Артикул 1, Зоостандарт);180;;;1.0;A2FesZFjjPGl9CujM9-SY2;;;
94;"TRIXIE Набор игрушек д/кошек ""Мяч радужный"", мягкая резина ф3,5см*4шт (Артикул 1, Зоостандарт)";180;;;1.0;q6ss4krhjr62Io2MMHaQn3;;;
95;Wire pass damper (Артикул 1);180;;;928.0;Z59qN6dujdvMouFMAC-b82;;;
96;Wire pass ring (Артикул 1);180;;;322.0;7BUUMPThgNPzVaf76j2WG2;;;
97;Wire pass ring lock (Артикул 1);180;;;457.0;ucFA0rHei2Y-zcPETSL502;;;
98;Австралийская голубая квакша (Litoria caerulea) (Артикул 1, S);64;20.0;0.3125;0.0;9f7901c9-f441-42e8-b832-68fb7b3b64b0;;;
99;Австралийская голубая квакша Litoria M (Артикул 1);132;22.0;0.16666666666666666;3.0;R2PV-UwXibNn1y8D1EUxd1;;;
100;Австралийская голубая квакша Litoria XL (Артикул 1);1;1.0;1.0;0.0;z1yBRq1YhD2Poj1RvwlnL2;;;
101;Агама Бородатая (Translucent Hypo Leatherback) (Артикул 1);116;7.0;0.0603448275862069;1.0;o7ws9JLWiFA1VkffNhWn03;;;
102;Агама бородатая Dunner (Pogona vitticeps) (Артикул 1);46;1.0;0.021739130434782608;0.0;tl6l7AwyjSBckQJ8FvRY11;;;
103;Агама бородатая Dunner Hypo (Артикул 1);12;1.0;0.08333333333333333;0.0;NmfI1AC9jj6H0bk-UGG2M2;;;
104;Агама бородатая Dunner Hypo Leatherback (Артикул 1);27;1.0;0.037037037037037035;0.0;HyWsTnJljv200E0B4iCsF0;;;
105;Агама бородатая Dunner Hypo Translucent (Артикул 1);49;2.0;0.04081632653061224;0.0;T-LLMDk2hFsqNNd09oZ3L3;;;
106;Агама бородатая Dunner Translucent (Артикул 1);37;1.0;0.02702702702702703;0.0;L222MoHQh-B5u5k1rD3HC0;;;
107;Агама бородатая Leatherback dunner Translucent M (Артикул 1);3;1.0;0.3333333333333333;0.0;FXwnxUUThOtxX1aaBmhc31;;;
108;Агама Бородатая Leatherback Translucent (Артикул 1);25;2.0;0.08;0.0;2HqFipg8gY-mQiGSsH1RQ0;;;
109;Акватеррариум Turt-House Aqua 100 для водных черепах (Стекло, Артикул 1, Красноухая, Болотная, Мускусная черепахи. Трионикс, 6 мм, черный нижняя окантовка);26;1.0;0.038461538461538464;0.0;bcafd5c5-5b7d-420d-9456-22aec26ad698;opt;6390.0;960.0
110;Акватеррариум Turt-House Aqua 100 для водных черепах (Стекло, Артикул 1, Красноухая, Болотная, Мускусная черепахи. Трионикс, 6 мм, черный нижняя окантовка);26;1.0;0.038461538461538464;0.0;bcafd5c5-5b7d-420d-9456-22aec26ad698;opt;6390.0;960.0
111;Аргентинский черно-белый тегу (Tupinambis merianae) (Артикул 1, 2 часа в неделю, Умеренная, 200 × 60 × 70 см, 24-26 градусов, 100-150 см, 32-35 градусов, 10.0);49;;;0.0;791ebaba-3d89-4fb9-9a21-8823d6825270;;;
112;Бонсай зеленый, 200*110*250мм, Laguna (Артикул 1);165;1.0;0.006060606060606061;1.0;uCMNr4vmhg7IkCiUB1c8o3;;;
113;Бородатая агама (морфа Hypo / 10 см) (Артикул 1, Низкий, 80 × 50 × 40 см, 24-26, 40-50 см, 35-40, 10.0);132;14.0;0.10606060606060606;3.0;d155533b-0a97-4c30-9517-7809844c7ba8;;;
114;Бородатая агама (морфа Leatherback Hypo / малыши) (Артикул 1, Низкий, 80 × 50 × 40 см, 24-26, 40-50 см, 35-40, 10.0);75;2.0;0.02666666666666667;1.0;7a62d6e8-2b35-4b5b-afaa-0a4ddafdfa7c;;;
115;Бородатая агама (морфа Leatherback) (Артикул 1, Низкий, 80 × 50 × 40 см, 24-26 градусов, 40-50 см с хвостом, 35-38 градусов, 10.0);57;3.0;0.05263157894736842;7.0;4657f4c7-7c5d-4a1d-bc81-cd1f05fcd3f6;;;
116;Бородатая агама (морфа Translucent ) (Артикул 1, Низкий, 80 × 50 × 40 см, 24-26 градусов, 50-60 см, 40-45 градусов, 10.0, M);16;1.0;0.0625;0.0;c6b946df-587c-4b31-9550-1a99ed8640da;;;
117;Бородатая агама (нормал) (Артикул 1, Низкий, 80 × 50 × 40 см, 24-26 градусов, 50-60 см, 40-45 градусов, 10.0);180;31.0;0.17222222222222222;1.0;7f39b8fa-07d3-478e-b7ed-4df6f9d5374e;;;
118;Бородатая агама Hypo het Zero (Артикул 1);39;;;0.0;nwHn5aeUhhLabkgv8iuWu3;;;
119;бородатая агама Leatherback Het Hypo (Артикул 1);16;2.0;0.125;0.0;wjh78LIYirm27LZRQnUQF3;;;
120;бородатая агама Orange (Артикул 1);1;1.0;1.0;0.0;GHCjRBQLgtsmJSQQdYNLv1;;;
121;Бородатая агама Translucent Hypo (Артикул 1);45;1.0;0.022222222222222223;0.0;rXLOxstaj6ILFv8cTRCQ70;;;
122;Варан водяной (Varanus salvator) (Артикул 1, 2 часа в неделю, Высокий, 200 × 100 × 60 см, 24-26 градусов, 2 метра, 28-32 градуса, 10.0);34;2.0;0.058823529411764705;0.0;795a2e28-3354-460d-9753-d1c38b996254;;;
123;Варан капский (Varanus exanthematicus) (Артикул 1, 2 часа в неделю, градиент от низкой до высокой, 200 × 100 × 60 см, 24-26 градусов, 1-1,5 м, 45-55 градусов, 10.0);45;4.0;0.08888888888888889;0.0;546281e0-601d-4674-8954-6072d2e7fdf2;;;
124;Вертикальный террариум «Стандарт» (Артикул 1, 40*40*60 см);6;;;2.0;kHJEGTOkiQHlY7UNSIzXI0;;;
125;Видео животного в условиях гостиницы (Артикул 1);3;;;20.0;7Co-KMiKjIn4wusBviJTM1;;;
126;Виноград - коряга для террариума (Артикул 1, дерево, 5 баллов, 20-30 см);60;46.0;0.7666666666666667;0.0;6da92ad8-ae98-49df-a2a0-3c811a1ef16c;opt;450.0;960.0
127;Виноград - коряга для террариума (Артикул 1, дерево, 5 баллов, 20-30 см);60;46.0;0.7666666666666667;0.0;6da92ad8-ae98-49df-a2a0-3c811a1ef16c;opt;450.0;960.0
128;Виноград - коряга для террариума (Артикул 2, дерево, 5 баллов, 35-50 см);97;52.0;0.5360824742268041;14.0;7484dcdc-2ee9-449a-b3a3-e8f8f90bac6f;opt;770.0;960.0
129;Виноград - коряга для террариума (Артикул 2, дерево, 5 баллов, 35-50 см);97;52.0;0.5360824742268041;14.0;7484dcdc-2ee9-449a-b3a3-e8f8f90bac6f;opt;770.0;960.0
130;Виноград - коряга для террариума (Артикул 3, дерево, 5 баллов, 55-70 см);136;93.0;0.6838235294117647;0.0;da69cbe4-b38e-4290-bf4a-6e8644c27d9c;opt;1040.0;960.0
131;Виноград - коряга для террариума (Артикул 3, дерево, 5 баллов, 55-70 см);136;93.0;0.6838235294117647;0.0;da69cbe4-b38e-4290-bf4a-6e8644c27d9c;opt;1040.0;960.0
132;Виноград - коряга для террариума (Артикул 4, дерево, 5 баллов, 75-100 см);159;45.0;0.2830188679245283;8.0;5d9562a9-3898-4e90-913b-78624b5307b9;opt;1410.0;960.0
133;Виноград - коряга для террариума (Артикул 4, дерево, 5 баллов, 75-100 см);159;45.0;0.2830188679245283;8.0;5d9562a9-3898-4e90-913b-78624b5307b9;opt;1410.0;960.0
134;Виноградная лоза красная - коряга для террариума (Артикул 4, 75-100 см);114;;;1.0;7YofJ3aXh7xlvSx1Y74ol0;;;
135;Витаминно-минеральный комплекс Repashy с мелкодисперсным кальцием и высокой концентрацией витамина D - SuperCal HyD, 85г (Артикул 1, 85 г, 104 г, 50, 50, 94);47;5.0;0.10638297872340426;0.0;6Trch9DXjE3BO1eCTaMM23;;;
136;Влажная камера Simple Zoo (190*180*105 мм) (Артикул 1, Серо-зеленый);180;153.0;0.85;21.0;-zibxFVphSdjU642atkV23;opt;1900.0;960.0
137;Влажная камера Simple Zoo (190*180*105 мм) (Артикул 2, Коричневый);180;83.0;0.46111111111111114;32.0;C97nVe6ngewB7Kojjd1c40;opt;1900.0;960.0
138;Влажная камера Simple Zoo (190*180*105 мм) (Артикул 3, Черный);113;14.0;0.12389380530973451;16.0;Q0QeVWeMhmss03YlzBJeE3;;;
139;Влажная камера Simple Zoo 16*10,5*11,5 см цвет - Зеленый (Артикул 1, 414г, 160, 105, 115);155;134.0;0.864516129032258;25.0;dGnlmmTEgzuRbSqlLYkgM3;opt;960.0;960.0
140;Влажная камера Simple Zoo 16*10,5*11,5 см, цвет - коричневый (Артикул 1, 414г, 160, 105, 115);161;164.0;1.0186335403726707;40.0;d7GGUf8Dik-mwt86aibvV2;opt;960.0;960.0
141;Влажная камера Simple Zoo, малая (125*120*75 мм) (Артикул 1, Зеленый);97;8.0;0.08247422680412371;33.0;CkMSWUeCirFqSfQVUustC0;;;
142;Влажная камера Simple Zoo, малая (125*120*75 мм) (Артикул 2, чёрный);97;2.0;0.020618556701030927;25.0;J4CfiuNEigqnkN5q3BB400;;;
143;Влажная камера Simple Zoo, малая (125*120*75 мм) (Артикул 3, Оранжевый);55;3.0;0.05454545454545454;27.0;5DgZBCiig8iddoxQhbd7X3;;;
144;Влажная камера для змей NoMoyPet (Артикул 1, 220*175*130 мм);24;2.0;0.08333333333333333;0.0;LXE5lUdPivi1R6dI0uub11;;;
145;Влажная камера Мини Simple zoo, комплект (Влажная камера+кормушка) (Артикул 1, Зеленый, 135*105*70 мм, 100*65*17 мм);111;31.0;0.27927927927927926;13.0;Af8CtpjyiU-em4v6GT4H30;;;
146;Влажная камера Мини Simple zoo, комплект (Влажная камера+кормушка) (Артикул 2, Коричневый, 135*105*70 мм, 100*65*17 мм);118;20.0;0.1694915254237288;5.0;ubhLaOqggmIkJipxUUHPT3;;;
147;Влажная пещера Exo Terra Wet Rock Ceramic Cave Large 20x12x9 см. PT3173 (Артикул 1, 20х12х9см, 650 г);111;6.0;0.05405405405405406;1.0;zwUH0jS4gUb17KYUGHUk-3;;;
148;Влажная пещера Exo Terra Wet Rock Ceramic Cave Small 11x6,5x5 см. PT3171 (Артикул 1, 11х6,5х5см);158;4.0;0.02531645569620253;7.0;0V4ShtfIiOxSM4h9Hlhk-2;;;
149;Водный гель для беспозвоночных, 25 г (Артикул 1, Food-Farm, 25, 43г, 39, 39, 74);169;49.0;0.28994082840236685;29.0;1d4fcaed-70d4-4dab-825a-39332a7fc06a;;;
150;Водопад Exo Terra с божествами Тики (Артикул 2, L, 310*320*380 мм, 2880 г);57;1.0;0.017543859649122806;0.0;uuFdJnOwho7IyG9NYkBtm3;;;
151;Водопад Repti Zoo, малый (Артикул 1, 210*205*235мм);180;;;2.0;ggzpXZALjXWWQQAcNZ8LG2;;;
152;Водопад Repti Zoo, светлый (Артикул 1, 240*300*330мм, 3780 г);109;4.0;0.03669724770642202;0.0;d460aad7-8ea0-45df-834a-a47cd3dcf149;;;
